Top100Year,SongTitle,Artist,LyricsStatus,ReleaseYear,Genre,Lyrics,Label
2022,In A Minute,Lil Baby,True,2022,"Dance/Electronic, Hip-Hop/Rap","Damn Kai going crazy loop group Brodie want friend throw Turned something nothing brush living proof lose Still running around Mohawk jet ready pack Goyard People probably think show not even give yet Runnin' silly check staying internet Share stage Billie Eilish turn given time Personal partners pillow talking got rich without thing saying ""Baby keep solid not even deep used shit slick divided Bruh not got no hustle nothing gone stick violence known run dialed cannot speak know gangster love bring freak Cannot play know come trim different league tired showing get done gone 40 thousand miles air time get Z's Full-court press foot neck cannot let breathe Blood sweat tears come check not nowhere near easy fall back know go speaking briefly Hope not much handle city night Atlanta spent last check ammo not regular Lambo Hundred thousand dollars kit could put another Lambo not mix built shit forever say shit gone get serious money not no fucking Play-Doh Brodie double homicide try tell ""Lay low C not like drive spin good way Clayco AK-47s spots made Draco trona ball live hundred mill calling dibs boss pay bills golden child real Go bitch grind years grinding still need equity sign deal trona ball live hundred mill calling dibs boss pay bills golden child real Go bitch grind years grinding still need equity sign deal Overbuying cars snatch Brabus motivation Shootout spot today tomorrow new location Free guys hope beat case get probation Stash mama house four hundred bands ventilation look living bought house money stay Right nights think got soft pull spray Living like might smoke blunt back Maybach Pull like mama switch fuck would say first worse got double payback Never take personal show no mercy brush taught way back Condo get always taught ""Do not tell hoes stay Keep stash house cannot take nothing spot lay Never bother no problem say Never running owe got pay Give shit old chill lay back Really bottom trenches feel safe trona ball live hundred mill calling dibs boss pay bills golden child real Go bitch grind years grinding still need equity sign deal trona ball live hundred mill calling dibs boss pay bills golden child real Go bitch grind years grinding still need equity sign deal",Negative
2015,Loving You Easy,Zac Brown Band,True,2015,"R&B/Soul, Pop",Every morning come downstairs mess not care No makeup shining bright old sweatshirt never fit right Dancing around radio Humming words not know finding angel list Thinking not get no better make loving easy make loving want Every little smile every little touch Reminds much makes Loving easy Wrapped around late night Pillow talk candlelight Going slow make last best things fly fast make loving easy make loving want Every little smile every single touch Reminds much makes Oh want sing make loving easy make loving want Every little smile every single touch Reminds much makes Loving easy Easy Easy,Positive
2018,"Woman, Amen",Dierks Bentley,True,2018,"Metal, Groove metal, Halloween music, Rock",Oh oh oh Oh oh oh Oh oh oh would lose way would lose mind faced one day know saved night gave drifter's heart home Every night knees Lord knows lucky never say near enough Thank God woman Amen Oh oh oh Oh oh oh world way shaking faith broken need cracks shattered heart love gets Every night knees Lord knows lucky never say near enough Thank God woman Amen gives faith gives grace gives hope gives strength gives love Love without end Thank God woman Amen Oh oh oh Oh oh oh Oh oh oh Oh oh oh Thanks moon stars Forgiveness' sin undying love Every twist every turn way made sure roads led tonight fall knees Lord knows lucky going shout top lungs Thank God woman Amen thank God woman Amen gives faith gives grace gives hope gives strength gives love Love without end Thank God woman Amen,Positive
2018,I Lived It,Blake Shelton,True,2017,"Pop rock, Alternative rock, Alternative/Indie",Daddy drove wheels flatbed Ford Flies found hole old screen door Granny said dress sister wore church not long enough Momma poured grease Crisco Put hundred thousand miles Sears box fan Uncle Joe put tobacco hand yellow jacket's torn not making Oh think talking crazy different language might not understand Oh alright kind life made taking mind visit back time miss would not know love like love unless lived man lived Granddaddy smoked Salems windows Drove around back truck drank hose spit cup survived somehow old Duke boys flattening heels Hollywood fake wrestling real Would not dream spending two dollar bill pushing lawnmower around go back right Oh think talking crazy different language might not understand Oh alright kind life made taking mind visit back time miss would not know love like love unless lived man lived Oh man lived Oh think talking crazy different language might not understand Oh alright kind life made taking mind visit back time miss would not know love like love unless lived man lived Oh man lived,Positive
2014,Don't,Ed Sheeran,True,2014,"Contemporary R&B, Pop, German Pop, UK R&B","met girl late last year said ""Do not worry disappear told ""I not really looking another mistake called old friend thinking trouble would wait jumped right week later returned reckon looking lover burn gave time two three nights put pause moment right went away months paths crossed told ""I never looking friend Maybe could swing room around ten Baby bring lemon bottle gin sheets til late AM"" Baby wanted said singing not fuck love heart cold home not want know babe not fuck love told knows Take aim reload not want know babe couple weeks want see drink away days takeaway pizza text message way reach staying place loves way treat Singing Aretha track like feature never wants sleep guess not want either make money way Four cities two planes day shows never maybe go together figure would rather put film sit couch get plane missing Wish would written way things played kissing confused figure sat singing not fuck love heart cold home not want know babe not fuck love told knows Take aim reload not want know babe hotel door not even know knows crying shoulder already told ya Trust respect never intended next bastard not need take bed never saw threat bastard disappeared sex course not like tour staying fucking hotel floor not looking promise commitment never fun thought different not way realized wanted bit much late honest time God knows singing not fuck love heart cold home not want know babe not fuck love told knows Take aim reload not want know babe not fuck love heart cold home not want know babe not fuck love told knows Take aim reload not want know babe",Positive
2019,Never Really Over,Katy Perry,True,2020,"Pop music, Children's Music","losing self control Yeah starting trickle back not want fall rabbit hole Cross heart not tell tell tell ""Draw line trip cross line think Two years like head still takes back Thought done guess never really Oh mess not best Thought done guess never really not mean really think maybe coming get not mean really think maybe coming get guess could try hypnotherapy got rewire brain cannot even go internet Without even checking name tell tell tell ""Draw line trip cross line think Two years like head still takes back Thought done guess never really Oh mess not best Thought done guess never really not mean really think maybe coming get not mean really think maybe coming get Thought kissed goodbye thought meant time last guess never really Thought drew line right Cannot keep going back guess never really Two years like head still takes back Thought done guess never really not mean really think maybe coming get (And get not mean really think maybe coming get (Over Thought kissed goodbye thought meant time last guess never really Thought drew line right Cannot keep going back guess never really",Negative
2016,Make You Miss Me,Sam Hunt,True,2016,"R&B/Soul, Hip-Hop/Rap","hear new song favorite pretty soon changing station old shoes looking want worn never get chance Heavy everything ready next thing catch eye change mind soon shine's gone Like always not know yet Whoa whoa Whoa whoa not going easy leave Whoa whoa Whoa whoa Girl going make miss Make wish sleeping shirt Lie jacket tell everyone phone rings midnight thinking maybe going make miss cold hot burn like match Keep slipknot strings attach think easy lie reason good goodbye Every boy ever met easy forget Well not going like Whoa whoa Whoa whoa not going easy leave Whoa whoa Whoa whoa Girl going make miss Make wish sleeping shirt Lie jacket tell everyone phone rings midnight thinking maybe going make miss yeah Whoa whoa Whoa whoa not going easy leave Whoa whoa Whoa whoa Girl going make miss Writin' letters never going mail Stay paint favorite shade red nails cannot fall asleep wishing going make miss make miss Make miss way hand fit hand dialing number listening favorite bands say ""Hey baby know say come get Going make miss miss going make miss make miss yeah Whoa oh ooh oh going make miss yeah",Positive
2019,7 Rings,Ariana Grande,True,2019,"Hip hop music, Rhythm and blues, Trap music, Pop","Yeah breakfast Tiffany's bottles bubbles Girls tattoos like getting trouble Lashes diamonds ATM machines Buy favorite things bad shit sad bitch would thought would turn savage Rather tied calls not strings Write checks like write sing yeah wrist stop watching neck flossy Make big deposits gloss popping like hair Gee thanks bought see like want got want got want got want got want got like hair Gee thanks bought see like want got Wearing ring not gone no ""Mrs."" Bought matching diamonds six bitches would rather spoil friends riches Think retail therapy new addiction Whoever said money cannot solve problems Must not enough money solve say ""Which one say ""Nah want Happiness price red bottoms smile beaming skin gleaming way shine know seen seen bought crib closet want got yeah want got want got want got want got like hair Gee thanks bought oh yeah see like want got Yeah receipts looking like phone numbers not money wrong number Black card business card way setting tone not mean brag like ""Put bag "" yeah see racks stacked like ass yeah Shoot go store booth Make back one loop give loot Never mind got juice Nothing net shoot Look neck look jet not got enough money pay respect not no budget set like get yeah want got want got want got want got oh yeah yeah like hair Gee thanks bought see like want got",Positive
2014,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,True,2014,"Funk, Disco, Dance Pop",Running round new truck Bank let us borrow month month Running credit find little cash radio Standing still blowing past Numbers cars going Nascar fast would not give slow not know come horses run day done take easy Meanwhile back Mama's porch lights come want Suppers stove beer's fridge Red sun sinking low ridge Games tube daddy smoked cigarettes Whiskey keeps whistle wet Funny things thought would never miss world gone crazy Well found girl not fit Talk hard breathe Even windows cannot catch southern breeze One days going pack leave meanwhile back Mama's porch lights come want Suppers stove beer's fridge Red sun sinking low ridge Games tube daddy smoked cigarettes Whiskey keeps whistle wet Funny things thought would never miss world gone crazy Oh miss yeah little dirt road miss corn growing row miss somebody everybody knows Everybody knows everybody miss small town roots Walking around muddy boots sound rain old tin roof time head back meanwhile back Mama's sale signs going going Dump truck little got loan 3 acre lot Put supper stove beer fridge Going broke yeah going rich Watch sun setting ridge Baby tell think back Mama's Yeah back Mama's,Positive
2022,When You're Gone,Shawn Mendes,True,2022,"Pop music, Alternative/Indie, R&B/Soul, Dance/Electronic, Pop, Hip-Hop/Rap, Singer-Songwriter, Country",never know good ooh staring picture girl matters ah know supposed hard let go trona hold Hold not want know like gone not want move not want know like gone good slipping fingertips little bit little bit not know loving happiest ever trona hold need learn cope without trona protect know yeah Oh know supposed Oh hate thought losing trona hold Hold not want know like gone not want move not want know like gone good slipping fingertips little bit little bit not know loving happiest ever trona hold Starting feel like not need Want believe better getting real missing deeply trona hold Starting feel like not need Want believe better getting real missing deeply trona hold Hold not want know like gone not want move not want know like gone good slipping fingertips little bit little bit not know loving happiest ever trona hold,Positive
2022,Silent Hill,Kendrick Lamar & Kodak Black,True,2022,"Pop music, Alternative/Indie, R&B/Soul, Dance/Electronic, Pop, Hip-Hop/Rap, Singer-Songwriter, Country","Hey oh yo oh oh oh keep fa gone make jump skin believe Push no like ""Huh"" Push no like ""Huh"" Push no like ""Huh"" Pushin' snakes pushing fakes pushing like ""Huh"" Pushin' like huh Aha immune Tucking broom want assume Know choke - close howl moon Know results ballot man boom funny dawn Peek-a-boo cannot hide behind money dawn week two meditate running lost Swerve swerve swerve shake currents yeah Push no like ""Huh"" Push no like ""Huh"" Push no like ""Huh"" Pushin' snakes pushing fakes pushing like ""Huh"" Pushin' like ""Huh"" Head chest Silence stressed Shh quiet stressed Stressed stressed stressed Pick daughter need love need love mean us like six clock talk much making awkward love mean hard enough mean not fa even could Pull stick hit wood First park Rolls Royce avert hood not worry us good AP Roman numeral everywhere go need pharmaceuticals ran whole conglomerate mapping cubicle Suicide coupe funeral Trackhawk launch like slingshot Big old ruby diamond pinky finger look like Ring Pop Money mind money head Cannot ride three times coming ejects Red Cross kept fed studio K. Dot fresh feds Yeah no cannot stand rain not stand chance Yeah Chevrolet candy paint spin bend Benz caught bale Google ape type get shooter whacked survive tuna pack Five percent tint whip like ""Who Coupe take like mad Beat fork whipping Sudafed scams lab Every Thursday girl's day spending time daughter make go harder Every Sunday's son's day teach boy man not no father Fell love block not no pop shotgun Mossberg stacking money proper awkward diamonds look like marbles Audemars water aqua beating block til spot not want ice boy want life still might rob Yo Push no like ""Huh"" Push no like ""Huh"" Push no like ""Huh"" Pushin' snakes pushing fakes pushing like ""Huh"" Pushin' like ""Huh"" Head chest Silence stressed Shh quiet stressed Stressed stressed stressed",Positive
2021,pov,Ariana Grande,True,2020,"Rhythm and blues, R&B/Soul",like got superpowers Turn minutes hours got babe Made glass way see know better Cannot seem keep nothing touch soul outside Permeate ego pride want love way love Ooh pretty ugly would love see point view want trust trust way trust trust Ooh nobody ever loved like would love see point view getting used receiving Still getting good not leaving love even though scared oh scared Learnin' grateful oh oh oh love lips say Things always afraid feel starting subside Learnin' believe mine want love way love Ooh pretty ugly would love see point view want trust trust way trust trust Ooh nobody ever loved like would love see point view could not believe see Boy impatient Fallin' falling frozen slowly Fallin' got right not keep waiting baggage fading safely baggage fading eyes deceive not let stray far away want love way love Ooh pretty ugly would love see point view want trust ooh trust way trust baby trust nobody ever loved like would love see point view Yeah,Positive
2020,Emotionally Scarred,Lil Baby,True,2020,"R&B/Soul, Hip-Hop/Rap","love letter came mail said ""I miss ripped flushed tissue try forget not got nothing human got issues tired tired tired part done died see not act like blind confident not one mine know emotions come lies tell truth time not got no sympathy no bitch admit rich lit Jumpin' stages get two hundred occasion Bro really fucked game made nights shut trap see made reason not rap See traffic make hater pull hat biggest OG's salute stylist cannot even style robbers probably want get hopping Lamborghinis lounging turn city try get cracking still would happen never started rapping people steady trapping still getting active tell chill trona run M's Paid cash post crib cannot show nobody mama live posed feel niece asked diamonds real said ""Of course played hand dealt not force around world know hear voice done pair Diors yeah Young age learned get paid gone get money Big stage long way section 8 balling countries Big wave gone get saved big old wave Ridin' foreign forest know not least said sorry know told heartless emotionally scarred not even fault not listen haters trona fill ears salt revenue coming probably never spend bought BM Benz another Benz cut friends brought brothers not see nobody gone lose cannot move around without tools nights loose screws see taking lead new school remember selling weed old school hit old news Blew fuck would knew Paint Trackhawk Nipsey Blue get one get one really move bosses move never call G.O.A.T. leave love people Everybody cannot go top leave people forever scheming woke thought dreaming Watched lily boy play toys dropped tear joy shit feel going crazy scoring call Baby Harden say great guess waiting Young age learned get paid gone get money Big stage long way section 8 balling countries Big wave gone get saved big old wave Ridin' foreign forest know not least said sorry know told heartless emotionally scarred not even fault not listen haters trona fill ears salt Young age learned get paid gone get money Big stage long way section 8 balling countries Big wave gone get saved big old wave Ridin' foreign forest know not least said sorry know told heartless emotionally scarred not even fault not listen haters trona fill ears salt",Negative
2016,My PYT,Wale,True,2017,"Contemporary R&B, Electronic rock, Pop",years younger badder motherfucker Ass fatter motherfucker got not need no ticket get yeah got know gone get M-Y-P-Y-T M-Y-P-Y-T M-Y-P-Y-T pretty young thing anything want love Pretty young thing need loving real one want love Pretty young thing need loving real one saying hold not trying much come Cartier frames much cool thing strange not get Say want rider well got ticket later hide trying get missing mind cool get cannot figure mine see quite different James Bond night Saint Laurent fetish thank god never baby mother either Snapchat shortie flash Clap back nights like not Give 50 feet fell love week penetrating mind penetrate physique Bitches would delete digging chemistry No limit come give kiss cheek Pretty years younger badder motherfucker Ass fatter motherfucker got not need no ticket get yeah got know gone get M-Y-P-Y-T M-Y-P-Y-T M-Y-P-Y-T pretty young thing anything want love Pretty young thing need loving real one want love Pretty young thing need loving real one one's hold set one's suppose get crown Pretty young girl toast I) one's (I want see shine Nothing make man feel better woman Queen crown Birkin things certain lady make war make babies rider ticket comes good planning channeling ambition know fat night properly seen vision use move keys Khaled little different Another one Another one Another one put put numbers love dawn 21 Okay old enough drink might got lunch Stay low build Coachella chill got colorful lyrics twinning every color Kylie come get years younger badder motherfucker Ass fatter motherfucker got not need no ticket get yeah got know gone get M-Y-P-Y-T M-Y-P-Y-T M-Y-P-Y-T pretty young thing anything want love Pretty young thing need loving real one want love Pretty young thing need loving real one Hold name ask verse not throw shade Alot girls much fame get know page,Positive
2015,The Matrimony,Wale Featuring Usher,True,2015,"R&B/Soul, Hip-Hop/Rap",Could not make wait forever forever forever gotcha question heart got not belong anyone question love got Baby not worry got plans Baby making plans oh love Baby making plans Baby making plans Baby making plans admit pathetic late still never wedding Guess idea lobby empty not sit well not fault try get need sales selfish need Tryna see afloat not want see sale failed see bout cry enter city leave without pride sorry staring comments Fearin' gone always sharing Wrong dare say ignore Preparing day leave switch hard know temptation Bitches trona see relationship's strong Get place charts runaway heart Gave music nothing sacred no wrong promising better though friends saying let go not getting younger give promise forever though question heart got not belong anyone question love got Baby not worry got plans Baby making plans oh love Baby making plans Baby making plans Baby making plans admit let hypothetic day find woman probably scared share idea finding love would run somebody true wall could use plaques still got floss Brush see kind lost club couple Move Ons dark good night troubled heart Went falling love drunk falling apart hard trona find time move lost baby got shady shit got dark Soft thank baby strong ex married solo say long Nah good terms ended surely put dent worry business white picket fences flights children site stealing kisses nights intentions plan better though still saying let go not getting younger Women love eyes forever though question heart got not belong anyone question love got Baby not worry got plans Baby making plans oh love Baby making plans Baby making plans Baby making plans not nothing planets,Positive
2018,Esskeetit,Lil Pump,True,2019,"Hip-Hop/Rap, UK Rap","CB beat wear designer Ouu Lil Pump Yeah yeah brr Wow wow yeah yeah Ouu wear designer Hoppin' Wraith Smashin' bitch Runnin' check no limit Poppin' X popping X Poppin' X pills uh X) Got new car got new bitch yeah got new deal wear designer Hoppin' Wraith Smashin' bitch Runnin' check no limit Poppin' X popping X Poppin' X pills popping X) Got new car got new bitch got new deal uh uh Pull crib like ""What bitch Got penthouse sitting wrist grandma sipping Actavis Got lot ice cold shit bitches love talk lot Pull Porsche car garage never job high fuck took trip Mars Ice ice ice took private jet Dubai Bitch better buy flight Bust smacking no light show titties Skype Smoke quarter pound face Everything done done Pockets stole like 24 Fitness Eight hunted bands laying kitchen wear designer Hoppin' Wraith Smashin' bitch yeah Runnin' check no limit Poppin' X popping X Poppin' X pills uh X) Got new car got new bitch yeah birth got new deal wear designer Hoppin' Wraith Smashin' bitch Runnin' check no limit Poppin' X popping X Poppin' X pills popping X) Got new car got new bitch got new deal Pinky ring froze Pinky ring froze pinky ring covered gold much diamonds neck think might choke threesome bitch eyes closed Tell side hoe bring back door oh got envelope got ""Gucci Gang"" medal though Damn got homies went federal Look Patek smash hoe forget got fridge neck smoking gas jet Ouu love flex Blew two million Tootsie's Ouu made auntie groupie know life movie uh got six stack Call Duty yeah wear designer Hoppin' Wraith Smashin' bitch yeah Runnin' check no limit Poppin' X popping X Poppin' X pills uh X) Got new car got new bitch yeah birth got new deal wear designer Hoppin' Wraith Smashin' bitch Runnin' check no limit Poppin' X popping X Poppin' X pills popping X) Got new car got new bitch got new deal Ouu wear designer Hoppin' Wraith Smashin' bitch Runnin' check no limit Poppin' X popping X Poppin' X pills popping X) Got new car got new bitch got new deal brat deal birth",Negative
2017,Hometown Girl,Josh Turner,True,2017,"Pop music, Children's Music, Alternative/Indie, R&B/Soul, Dance/Electronic, Pop, Rock",grew around southwest side corn grows road side Went high school got Panther pride cheering every Friday night could not hide beauty baseball cap Could not help shine heart like New York called turned 21 never forgot came need pretty little homegrown hometown girl ribbon tying back waterfall curls looking world pretty little homegrown hometown girl mamma's mamma born right roots run deeper old town square good girl not uptight rise shine hang night need pretty little homegrown hometown girl ribbon tying back waterfall curls looking world pretty little homegrown hometown girl got old soul salt earth gives love knows worth lot pretty girls nothing like one right across street need pretty little homegrown hometown girl ribbon tying back waterfall curls looking world pretty little homegrown hometown girl need pretty little homegrown hometown girl,Positive
2014,Beachin',Jake Owen,True,2013,"Alternative rock, Synth-pop, Alternative/Indie","watching blonde hair sun burn stare Whitecaps rolling Laid back thrift store beach chair Dropping limes Corona Well looks back yeah throws kiss Like ""Honey sure want hundred three 92 Daytona sunshine blue eyes tan lines low tide Rolling white sand cold doozie hand summertime strolling Chillin' breezing sipping singing Beachin' got margarita bar Whatever happens happens reggae band full dread heads sitting corner laughing Well baby walks drops 20 jar smiles shakes Yeah gets going gets playing little not worry happy sunshine blue eyes tan lines low tide Rolling white sand cold doozie hand summertime strolling Chillin' breezing sipping singing Beachin' Ah yeah Lil' palm tree leaning got margarita hand little drinking Talking Sunshine blue eyes tan lines low tide Rolling white sand cold doozie hand summertime strolling Chillin' breezing sipping singing Beachin' saw beaching Sunshine blue eyes tan lines low tide palm tree leaning Rolling white sand cold doozie hand",Positive
2021,You,Regard x Troye Sivan x Tate McRae,True,2021,"Rap music, Pop, UK R&B",Yeah see Oh could ever leave without chance try sorry not know crime mad never told Still cannot seem say goodbye Ooh yeah try fall back fall back talk friends talk Hennessy's strong see oh Yeah ooh No not moved trust tried give call not hang line Hennessy's strong see oh good not even got far know mind back seat Corvette car got baddest got around fingertip fed bullshit everything no cannot resist could ever leave without chance try sorry not know crime mad never told Still cannot seem say goodbye Ooh yeah try fall back fall back talk friends talk jealousy's strong see oh Yeah ooh No not moved trust tried give call not hang line jealousy's strong see oh oh oh see face every stranger everywhere go everywhere got hear voice conversations every word spoke every word spoke Nearly blocked phone thousand times Yeah know say goodbye Yeah know say goodbye Ooh yeah try fall back fall back talk friends talk Hennessy's strong see oh Yeah ooh No not moved trust tried give call not hang line Hennessy's strong see oh,Positive
2021,Settling Down,Miranda Lambert,True,2019,"Rhythm and blues, R&B/Soul, Afroswing, Hip-Hop/Rap",give sunsets marigold mornings look rainbows wait rain happiness highway parked driveway lean babe lean looking comfort looking escape looking looking way wild child homing pigeon Caravan empty kitchen Bare feet tile head clouds One heart going directions One love couple questions settling settling settling settling could plant pretty garden send flowers Friday Sunday hometown girl could stay little lonely let get know Yeah could love picket fence wrapped around world wild child homing pigeon Caravan empty kitchen Bare feet tile head clouds One heart going directions One love couple questions settling settling Ooh-ooh-ooh looking comfort looking escape looking looking way wild child homing pigeon Caravan empty kitchen Bare feet tile head clouds One heart going directions One love couple questions settling settling settling settling Ooh-ooh-ooh Ooh-ooh-ooh,Positive
2015,I Really Like You,Carly Rae Jepsen,True,2014,"R&B/Soul, Pop",really want stop got taste feel like could fly boy moon honey hold hand like making wait feel like could die walking room oh yeah Late night watching television get position way soon know not love need tell something really really really really really really like want want want really really really really really really like want want want Oh say much head touch really really really really really really like want want want like everything say sweet revelation want get head Yeah could stay alone temptation Sipping lips hanging thread baby Late night watching television get position way soon know not love need tell something really really really really really really like want want want really really really really really really like want want want Oh say much head touch really really really really really really like want want want gave eyes like Said could keep not know act leaving running time Going mind need tell something Yeah need tell something yeah really really really really really really like want want want really really really really really really like want want want Oh say much head touch really really really really really really like want want want Yeah! (I really really really really really really like (And want want Yeah need tell something (Do want really really really really really really like want want want,Positive
2019,Sweet But Psycho,Ava Max,True,2019,"Electronic dance music, Contemporary R&B, Electro, Pop","Oh sweet psycho little bit psycho night screaming ""I mind Oh hot psycho left right though night screaming ""I mind make curse blessing rip shirt within second coming back back seconds plate cannot help No no play along Let lead saying ""No not saying ""Yes yes yes messing head Oh sweet psycho little bit psycho night screaming ""I mind Oh hot psycho left right though night screaming ""I mind ""Grab cop gun kind crazy poison tasty Yeah people say ""Run not walk away sweet psycho little bit psycho night screaming ""I mind See someone said ""Do not drink potions kiss neck no emotion mean know love tastes sweet not sugarcoat No no play along Let lead saying ""No no no not no saying ""Yes yes yes messing head Oh sweet psycho little bit psycho night screaming ""I mind Oh hot psycho left right though night screaming ""I mind ""Grab cop gun kind crazy poison tasty Yeah people say ""Run not walk away sweet psycho little bit psycho night screaming ""I mind like mind know strange crazy kind telling insane Boy not pretend not love pain Oh sweet psycho little bit psycho night screaming ""I mind Oh hot psycho left right though night screaming ""I mind ""Grab cop gun kind crazy poison tasty Yeah people say ""Run not walk away sweet psycho little bit psycho night screaming ""I mind",Positive
2021,Happier,Olivia Rodrigo,True,2021,"Rhythm and blues, R&B/Soul, Afroswing, Hip-Hop/Rap",broke month ago friends mine know know moved found someone new One girl brings better thought heart detached sunlight past sweet pretty mean forgot Oh hope happy not like selfish know cannot let go find someone great not find no one better hope happy not happier tell beautiful girl ever seen eternal love bullshit know never mean Remember believed meant said first picking apart Like cutting make miss wretched heart beautiful looks kind probably gives butterflies hope happy not like selfish know cannot let go find someone great not find no one better hope happy wish best really Say love baby not like loved think fondly hands hope happy not happier Ooh Ooh-ooh hope happy not like selfish know cannot let go find someone great not find no one better hope happy not happier,Positive
2021,Pick Up Your Feelings,Jazmine Sullivan,True,2021,"R&B/Soul, UK R&B",say acting different yeah Funny finally flipped script one yeah sloppy caught slipping lease run keys No popping hit yeah not even got miles trip New phone Brand new like whip Rack no assist Main bitch not average Wake need zip Hennessy take sip got jeans thick not got room extra baggage not forget come pick ooh feelings not leave no pieces oh oh need hurry pick feelings cleaning Boy please not need (I not need Memories shit keep oh oh not forget come pick feelings not leave no pieces Oh trona find fuck give ran chances forgiving yeah Yeah listen not listening go break heart learned lesson last time Woah not coming back bet look better not I? New phone Contact? not exist Need ride Call bitch Gas way expensive No benefits Pop-up visits Hands tied no grip not got room extra baggage not forget come pick ooh feelings not leave no pieces need hurry pick pick feelings cleaning oh oh Boy please not need Oh oh memories shit keep oh oh not forget come pick oh feelings not leave no pieces Put lock door heart hmm Boy fun enough really done deserve much gave saving made peace run streets not forget come pick ooh feelings not leave no pieces (Do not leave not need hurry pick ooh feelings cleaning Boy please boy please oh not need (I not need shit shit keep keep not need (I not need not forget not forget come Pick oh feelings oh pick feelings not leave no pieces Oh oh oh woad Ooh ooh ooh Ooh ooh ooh Ooh ooh ooh,Positive
2023,"Bzrp Music Sessions, Vol. 55",Bizarrap & Peso Pluma,True,2023,"Rap music, Alternative/Indie, Pop, UK R&B, UK Rap",Sigo aqua Ando varies notches sin dormer Estoy redo no vow mentor Le able ora morris deduct due perdu ya no hay mes Cosas due consign quiet hangar Con ora pile yo boy De mi monte yo boy scar ya not sister Pura cadent guess phlebitis son deal Instagram Diamantón levy en mi Glock Patek Philippe es mi Yo qua tanto cost hora LA pay Sinaloa boy saber Así comes coma Biza Hasta Argentina Ya Pura double P Arriba lot corridor Sigo aqua Seguiré yo sin power dormer Todo cambia candy quite de aqua Ya promote no repair ya sera Muy trade pay candy queers mes Tú split tines due scepter En bravos ya no vas star ya not sister Pura cadent guess phlebitis son deal Instagram Diamantón levy en mi Glock Patek Philippe es mi Yo qua tanto cost hora LA pay Sinaloa boy saber Translate English,Negative
2019,Rumor,Lee Brice,True,2017,"Pop music, Children's Music","Girl know known forever many nights hung together little crowd little bar little town 'Round old dance floor boys laughing tap shoulder Making motion like ""Could get closer want know still holding ya Even song rumor going around Stirring little town last week two tell even trying deny feeling feel not feel rumor going around around around say make true make true Oh make true yeah Well shut tell crazy whatever want baby could lay one right could really give something talk rumor going around Stirring little town last week two tell even trying deny feeling feel not feel rumor going around around around say make true baby Oh honest girl want not keep talking girl make stop rumor going around ha Stirring little town last week two Oh tell even trying deny feeling feel feel rumor going around around around say make Make true say make true yeah Come Let us really give something talk baby (Talk baby rumor going around",Positive
2018,Mercy,Brett Young,True,2017,"Pop rap, Comedy hip hop, Rock",Mercy got show looking good hurt want stop whole damn world turning Mercy hanging tight not working want stop flame still burning still burning going break heart break going take shot take Take made mind make Make fast ever loved mercy go tonight get drunk lonely Wind home alone please not call say miss no going break heart break going take shot take Take made mind make Make fast ever loved mercy Woah Oh mercy going break heart break going take shot take Take Oh going break heart break going take shot take Take made mind make Make fast ever loved Mmh ever loved mercy Oh mercy Oh mercy mercy,Positive
2018,Moonlight,XXXTENTACION,True,2018,"Hip hop music, Cloud rap, Pop, Hip-Hop/Rap, Holiday",Yeah Spotlight uh moonlight uh Nigga tripping Get mood right uh Shawty look good moonlight pussy nights bad mind Spotlight moonlight Nigga tripping Get mood right Shawty look good moonlight pussy nights bad mind Spotlight uh moonlight uh Nigga tripping Get mood right uh Shawty look good moonlight pussy nights bad mind Spotlight moonlight Nigga tripping Get mood right Shawty look good moonlight pussy nights bad mind Feel like destined not need no Smith & Wesson no Boy testing Fuck Scantron lesson oh Knife intestine Takin' shots beduin oh Feel like damaged Girl know fucking planned alone call phone make feel right Girl know call make feel right alone call phone make feel right Girl know call make feel right Spotlight uh moonlight uh Nigga tripping Get mood right uh Shawty look good moonlight pussy nights bad mind Spotlight moonlight Nigga tripping Get mood right Shawty look good moonlight pussy nights bad mind Spotlight uh moonlight uh Nigga tripping Get mood right uh Shawty look good moonlight pussy nights bad mind Spotlight moonlight Nigga tripping Get mood right Shawty look good moonlight pussy nights bad mind,Negative
